emotion_clause,cause_candidate,conn,pairs_len,correctness,is_cause_conn
场面吓死人了,头部流血,因,"6,5",False,true
更让她难受的是,去年12月,更,"7,6",False,false
更让她难受的是,查出来癌症又复发了,就,"7,10",False,false
更让她难受的是,医生要我切除整个子宫,但,"7,11",False,false
更让她难受的是,知道手术后需要化疗,就,"7,10",False,false
更让她难受的是,需要费用,但,"7,5",False,false
更让她难受的是,陈敏莉不得不放弃,而,"7,9",False,false
更让她难受的是,最简单的治疗,但,"7,7",False,false
更让她难受的是,她也无力应付费用,而,"7,9",True,false
更让她难受的是,痛的时候要打止痛针,就,"7,10",False,false
更让她难受的是,吊水的钱还是别人帮我筹来的,当,"7,14",False,false
她担心戴晨笑的脚长时间不运动会萎缩,如果上课来得及或遇到平路,但,"17,13",False,false
她担心戴晨笑的脚长时间不运动会萎缩,张弘也会让戴晨笑自己慢慢走,而,"17,14",False,false
她担心戴晨笑的脚长时间不运动会萎缩,她和我同龄,但,"17,6",False,false
她担心戴晨笑的脚长时间不运动会萎缩,在我心里,但,"17,5",False,false
她担心戴晨笑的脚长时间不运动会萎缩,张弘就是亲姐姐,与,"17,8",False,false
她担心戴晨笑的脚长时间不运动会萎缩,我真希望她一辈子都在我身边,但,"17,14",False,false
她担心戴晨笑的脚长时间不运动会萎缩,做一辈子的好姐妹,就,"17,9",False,false
她担心戴晨笑的脚长时间不运动会萎缩,戴晨笑说,但,"17,5",False,false
能帮她我也蛮高兴,她信心十足地说要坚持背到毕业3个多月过去了,但,"8,22",False,false
能帮她我也蛮高兴,张弘一直坚持着每天67趟地背着戴晨笑爬楼我力气很大的,但,"8,27",False,false
能帮她我也蛮高兴,只要她需要,但,"8,6",False,false
能帮她我也蛮高兴,我就是她的拐杖,而,"8,8",False,false
现在想想挺后悔的,我把婆婆当妈妈伺候,当,"8,10",False,false
现在想想挺后悔的,我自己的妈妈50多岁就去世了,而,"8,15",False,false
现在想想挺后悔的,她得病时我忙于工作很少回去照顾,当,"8,16",True,false
现在想想挺后悔的,张海燕心疼婆婆,当,"8,8",False,false
现在想想挺后悔的,老人家一辈子很不容易,当,"8,11",False,false
现在想想挺后悔的,从小爹妈就没了,但,"8,8",False,false
现在想想挺后悔的,也没有公公婆婆,但,"8,8",False,false
现在想想挺后悔的,全靠自己辛苦拉扯大四个孩子,就,"8,14",False,false
担心组织不让他随军前进,离开四明山后,但,"11,7",False,false
担心组织不让他随军前进,北撤部队搭乘渔船漂流到浦东,因,"11,14",False,true
担心组织不让他随军前进,很多士兵都呕吐得不能走路,但,"11,13",False,false
担心组织不让他随军前进,从浦东到掘港要通过敌军多处封锁线,而,"11,17",False,false
担心组织不让他随军前进,情势更加残酷,但,"11,7",False,false
担心组织不让他随军前进,形势所迫,因,"11,5",False,true
担心组织不让他随军前进,不少同志要在浦东分散打埋伏,因,"11,14",False,true
担心组织不让他随军前进,魏金根年纪尚小被当成包袱,因,"11,13",False,true
担心组织不让他随军前进,去向难定,但,"11,5",False,false
担心组织不让他随军前进,魏金根跑到人群中大声说,但,"11,12",False,false
担心组织不让他随军前进,我不怕吃苦,但,"11,6",False,false
担心组织不让他随军前进,我是山区人,但,"11,6",False,false
担心组织不让他随军前进,爬山走路都很强,但,"11,8",False,false
担心组织不让他随军前进,听到这个15岁小伙子的豪言,当,"11,14",False,false
担心组织不让他随军前进,指导员决定带他一起走,但,"11,11",False,false
快乐自己,从濮阳县林业局退休后,因,"4,11",False,true
快乐自己,任宗玉天天到路边拔草打扫卫生,与,"4,15",False,false
快乐自己,并自愿当起了小区公厕的所长,但,"4,14",False,false
快乐自己,义务担负起了打扫该厕所卫生的工作,但,"4,17",False,false
快乐自己,一干就是11年,但,"4,8",False,false
快乐自己,打扫卫生用的铁锹扫帚都是他自己掏钱买的,而,"4,20",False,false
快乐自己,这期间他从未拿过一分工钱,但,"4,13",False,false
快乐自己,曾经有居民看到他坚持干这又脏又累的活有些过意不去,但,"4,25",False,false
快乐自己,提意给他报酬,就,"4,7",False,false
快乐自己,他都婉言谢绝了,但,"4,8",False,false
快乐自己,遇到喝醉酒的人残疾人,当,"4,11",False,false
快乐自己,他都会主动送他们去厕所,但,"4,12",False,false
快乐自己,我很支持我老伴儿的行为,但,"4,12",False,false
快乐自己,帮助他人,或,"4,5",True,false
快乐自己,任宗玉的妻子笑着说,但,"4,10",False,false
汉斯也很开心,但汉斯一听到这些,但,"6,9",False,false
汉斯也很开心,就显得很有醋意,但,"6,8",False,false
汉斯也很开心,宋扬有了儿子,与,"6,7",True,false
汉斯也很开心,从小就教他说英语,但,"6,9",False,false
汉斯也很开心,他还会说西班牙语和德语,但,"6,12",False,false
汉斯也很开心,经常到楼下小区内教孩子们英语,更,"6,15",False,false
汉斯也很开心,武术节期间,而,"6,6",False,false
汉斯也很开心,他还帮助做了不少翻译工作,而,"6,13",False,false
汉斯也很开心,被评为先进工作者,因,"6,9",False,true
汉斯也很开心,会议结束后,但,"6,6",False,false
汉斯也很开心,市里组织所有参与者去旅游,由,"6,13",False,true
汉斯也很开心,但上车之前,但,"6,6",False,false
汉斯也很开心,导游说他年龄太大不能去,但,"6,12",False,false
汉斯也很开心,大家都能看出,但,"6,7",False,false
汉斯也很开心,他就像老小孩儿,但,"6,8",False,false
汉斯也很开心,爱吃醋,更,"6,4",False,false
老人非常激动,但汉斯一听到这些,但,"6,9",False,false
老人非常激动,就显得很有醋意,但,"6,8",False,false
老人非常激动,宋扬有了儿子,与,"6,7",False,false
老人非常激动,从小就教他说英语,但,"6,9",False,false
老人非常激动,他还会说西班牙语和德语,但,"6,12",False,false
老人非常激动,经常到楼下小区内教孩子们英语,就,"6,15",False,false
老人非常激动,武术节期间,而,"6,6",False,false
老人非常激动,他还帮助做了不少翻译工作,而,"6,13",False,false
老人非常激动,被评为先进工作者,因,"6,9",False,true
老人非常激动,会议结束后,当,"6,6",False,false
老人非常激动,市里组织所有参与者去旅游,由,"6,13",True,true
老人非常激动,但上车之前,但,"6,6",False,false
老人非常激动,导游说他年龄太大不能去,但,"6,12",False,false
老人非常激动,大家都能看出,但,"6,7",False,false
老人非常激动,他就像老小孩儿,但,"6,8",False,false
老人非常激动,爱吃醋,总,"6,4",False,false
汉斯很失落,但汉斯一听到这些,但,"5,9",False,false
汉斯很失落,就显得很有醋意,但,"5,8",False,false
汉斯很失落,宋扬有了儿子,与,"5,7",False,false
汉斯很失落,从小就教他说英语,但,"5,9",False,false
汉斯很失落,他还会说西班牙语和德语,但,"5,12",False,false
汉斯很失落,经常到楼下小区内教孩子们英语,但,"5,15",False,false
汉斯很失落,武术节期间,而,"5,6",False,false
汉斯很失落,他还帮助做了不少翻译工作,但,"5,13",False,false
汉斯很失落,被评为先进工作者,因,"5,9",False,true
汉斯很失落,会议结束后,但,"5,6",False,false
汉斯很失落,市里组织所有参与者去旅游,由,"5,13",False,true
汉斯很失落,但上车之前,但,"5,6",False,false
汉斯很失落,导游说他年龄太大不能去,但,"5,12",True,false
汉斯很失落,大家都能看出,但,"5,7",False,false
汉斯很失落,他就像老小孩儿,但,"5,8",False,false
汉斯很失落,爱吃醋,总,"5,4",False,false
显得非常高兴,9月份,由,"6,4",False,true
显得非常高兴,胡东在电话里跟我聊天,而,"6,11",False,false
显得非常高兴,说心情不好,就,"6,6",False,false
显得非常高兴,自己以前得过两次表扬,而,"6,11",False,false
显得非常高兴,再得一次就能减刑,但,"6,9",False,false
显得非常高兴,但今年只有几个月了,但,"6,10",False,false
显得非常高兴,他怕自己得不了表扬,但,"6,10",False,false
显得非常高兴,减不了刑,就,"6,5",False,false
显得非常高兴,龙文照说,如,"6,5",False,false
显得非常高兴,胡东被监狱干警带到探视房间,当,"6,14",False,false
显得非常高兴,看到龙妈妈,当,"6,6",True,false
显得非常高兴,他告诉龙妈妈,当,"6,7",False,false
显得非常高兴,上个月,而,"6,4",False,false
显得非常高兴,表现好,但,"6,4",False,false
显得非常高兴,鄂东监狱又给了他一个表扬,而,"6,13",False,false
显得非常高兴,这下就获得了9个月的减刑,但,"6,13",False,false
显得非常高兴,明年9月就能提前出狱了,但,"6,12",False,false
父亲杨先生满脸悲伤地站在一旁,昨日上午9点40分许,而,"14,11",False,false
父亲杨先生满脸悲伤地站在一旁,记者赶到事发现场,当,"14,9",False,false
父亲杨先生满脸悲伤地站在一旁,杨辉的遗体已被毛毯覆盖,而,"14,12",True,false
父亲杨先生满脸悲伤地站在一旁,杨先生告诉记者,而,"14,8",False,false
父亲杨先生满脸悲伤地站在一旁,儿子今年才38岁,而,"14,9",False,false
父亲杨先生满脸悲伤地站在一旁,1999年大学毕业后,但,"14,11",False,false
父亲杨先生满脸悲伤地站在一旁,曾在北京广州等地从事动漫软件方面的工作,但,"14,20",False,false
他对于家中着火的事情悔恨不已,昨日,如,"14,3",False,false
他对于家中着火的事情悔恨不已,在吉林大学第一医院二部的烧伤外科的门外,就,"14,20",False,false
他对于家中着火的事情悔恨不已,记者见到了孝顺儿媳的丈夫施先生,当,"14,16",False,false
他对于家中着火的事情悔恨不已,要是不把油箱放在门口,但,"14,11",False,false
他对于家中着火的事情悔恨不已,就算是家中起了电火,但,"14,10",False,false
他对于家中着火的事情悔恨不已,妻子和母亲也会没事,而,"14,10",False,false
他对于家中着火的事情悔恨不已,可现在妻子被烧伤了,但,"14,10",False,false
他对于家中着火的事情悔恨不已,母亲也被烧伤了,而,"14,8",False,false
他对于家中着火的事情悔恨不已,这一切都是我的错,但,"14,9",False,false
他和孩子许久见不到妻子都很着急,办案民警决定做梅某在京家人的工作,但,"15,17",False,false
他和孩子许久见不到妻子都很着急,促使其早日投案自首,更,"15,10",False,false
他和孩子许久见不到妻子都很着急,曹警官几番周折联系到梅某的丈夫尤先生,但,"15,19",False,false
他和孩子许久见不到妻子都很着急,几年前,而,"15,4",False,false
他和孩子许久见不到妻子都很着急,梅某在京经商期间,而,"15,9",False,false
他和孩子许久见不到妻子都很着急,与尤先生结婚,因,"15,7",False,true
他和孩子许久见不到妻子都很着急,婚后两人生活幸福,但,"15,9",False,false
他和孩子许久见不到妻子都很着急,并有了一个可爱的女儿,但,"15,11",False,false
他和孩子许久见不到妻子都很着急,尤先生称,但,"15,5",False,false
他和孩子许久见不到妻子都很着急,也一直担心妻子,但,"15,8",False,false
他和孩子许久见不到妻子都很着急,一定全力配合,但,"15,7",False,false
他和孩子许久见不到妻子都很着急,尽快找到梅某,但,"15,7",False,false
深受感动,尤先生被深深打动了,而,"4,10",False,false
深受感动,每次和妻子联系时,但,"4,9",False,false
深受感动,他总是把曹警官为家里所做的一切一五一十告诉梅某,但,"4,24",False,false
深受感动,同时不停地说孩子想妈妈,但,"4,12",False,false
深受感动,梅某想到自己许久出逃在外,但,"4,13",False,false
深受感动,亏欠家里很多,却,"4,7",False,false
深受感动,想到警察如此细致照顾其家人,但,"4,14",True,false
深受感动,就这样,但,"4,4",False,false
深受感动,在一个月前,就,"4,6",False,false
深受感动,梅某电话里问丈夫能否告诉她曹警官的手机号,当,"4,21",False,false
深受感动,她想和曹警官单独谈谈投案的事,但,"4,15",False,false
让同学们敬佩称赞,他们都是90后,但,"8,8",False,false
让同学们敬佩称赞,是大庆职业学院的学生,就,"8,11",False,false
让同学们敬佩称赞,他们的勤俭节约,因,"8,8",True,true
让同学们敬佩称赞,也改变了人们以往对部分90后大学生花钱大手大脚以自我为中心的不良印象,但,"8,35",False,false
阿姨特别高兴,今年9月,如,"6,5",False,false
阿姨特别高兴,两人破镜重圆,当,"6,7",False,false
阿姨特别高兴,买房安家,就,"6,5",False,false
阿姨特别高兴,杨女士说,但,"6,5",False,false
阿姨特别高兴,上周,而,"6,3",False,false
阿姨特别高兴,10岁的儿子说想房东奶奶了,但,"6,14",False,false
阿姨特别高兴,周末去看奶奶,但,"6,7",False,false
阿姨特别高兴,拆迁后,因,"6,4",False,true
阿姨特别高兴,房东阿姨搬到百步亭和女儿一起住,与,"6,16",False,false
阿姨特别高兴,看到孩子,当,"6,5",True,false
阿姨特别高兴,记者昨找到70岁的房东方大娥婆婆,而,"6,17",False,false
阿姨特别高兴,他的女儿和老伴都说,而,"6,10",False,false
阿姨特别高兴,婆婆一辈子都是个热心人,但,"6,12",False,false
特别害怕侄子出事,11月30日,但,"8,7",False,false
特别害怕侄子出事,收破烂的张女士开着电动三轮车载着儿子和侄子,因,"8,22",False,true
特别害怕侄子出事,跟在一辆大货车后面,就,"8,10",False,false
特别害怕侄子出事,视线被挡住,当,"8,6",False,false
特别害怕侄子出事,转弯时与一辆运水泥板的货车迎面撞上,当,"8,18",False,false
特别害怕侄子出事,张女士回忆说,但,"8,7",False,false
特别害怕侄子出事,当时她与侄子被甩出很远,而,"8,12",False,false
特别害怕侄子出事,坐在副驾驶位置的儿子却直接撞在了货车后面的横杠上,而,"8,25",False,false
特别害怕侄子出事,起初她只看到侄子头上流血,但,"8,13",False,false
特别害怕侄子出事,急忙照应着,就,"8,6",False,false
特别害怕侄子出事,当时觉得咱是给别人看孩子,但,"8,13",False,false
特别害怕侄子出事,可不敢有个闪失,但,"8,8",False,false
心生愧疚,去年,而,"4,3",False,false
心生愧疚,王德申请到了公租房,而,"4,10",False,false
心生愧疚,贷款1万元买了一些好家具,因,"4,13",False,true
心生愧疚,准备开开心心结婚过日子,就,"4,12",False,false
心生愧疚,没想到,却,"4,4",False,false
心生愧疚,女友离开了他,但,"4,7",False,false
心生愧疚,这件事,就,"4,4",False,false
心生愧疚,给王德的伤害极大,但,"4,9",False,false
心生愧疚,他吃过老鼠药喝过敌敌畏开过煤气,与,"4,16",False,false
心生愧疚,最终都被人救下来,但,"4,9",False,false
心生愧疚,这次,但,"4,3",False,false
心生愧疚,生意不好做,但,"4,6",False,false
心生愧疚,孝顺的他觉得没有能力照顾聋哑妈妈,但,"4,17",True,false
心生愧疚,我觉得自己无能,但,"4,8",False,false
心生愧疚,我想解脱,但,"4,5",False,false
覃健十分惊喜,事发前4天,但,"6,6",False,false
覃健十分惊喜,是覃健28岁生日,就,"6,9",False,false
覃健十分惊喜,万红瞒着妻子,当,"6,7",False,false
覃健十分惊喜,花300多元网购了一块女式手表作为礼物,便,"6,20",True,true
覃健十分惊喜,连睡觉都舍不得摘下,却,"6,10",False,false
覃健十分惊喜,如今,而,"6,3",False,false
覃健十分惊喜,这块在事中留下明显划痕的手表,而,"6,15",False,false
覃健十分惊喜,戴在万红手上,就,"6,7",False,false
覃健十分惊喜,寄托着他对妻子深深的思念,却,"6,13",False,false
担心女儿出事,崔女士说,但,"6,5",False,false
担心女儿出事,她又打电话给孩子的班主任,但,"6,13",False,false
担心女儿出事,但号码记错了一位,但,"6,9",False,false
担心女儿出事,没打通,但,"6,4",False,false
担心女儿出事,最后她拨通了学校招生办电话,但,"6,14",False,false
担心女儿出事,值班人员说,但,"6,6",False,false
担心女儿出事,让她八点半上班后再打,就,"6,11",False,false
担心女儿出事,崔女士赶紧买车票往西安赶,而,"6,13",False,false
担心女儿出事,12月4日中午12时到西安后,但,"6,15",False,false
担心女儿出事,在去学校的公交上,就,"6,9",False,false
担心女儿出事,她接到学校的电话,当,"6,9",False,false
担心女儿出事,女儿出事了,而,"6,6",False,false
让我很感动,扶起老人后,当,"5,6",False,false
让我很感动,男子没有一走了之,但,"5,9",False,false
让我很感动,他见阿婆行动不,但,"5,8",False,false
让我很感动,就让她坐上自己的电瓶车,但,"5,12",False,false
让我很感动,一起送孩子去上学,就,"5,9",False,false
让我很感动,随后又继续送阿婆回家,但,"5,11",False,false
让我很感动,我怕耽误他上班,但,"5,8",False,false
让我很感动,几次谢绝了他的好意,但,"5,10",False,false
让我很感动,可他执意要送,但,"5,7",True,false
让我很感动,送医垫付检查费用但事情并没有就此结束,因,"5,19",False,true
她非常感激,上午10时30分许,但,"5,10",False,false
她非常感激,老人的女儿终于赶到医院,但,"5,12",False,false
她非常感激,得知整个事件经过后,当,"5,10",True,false
她非常感激,除了归还男子垫付的检查费用外,但,"5,15",False,false
她非常感激,还拿出500元酬谢对方,但,"5,12",False,false
她非常感激,但被男子婉言谢绝,但,"5,9",False,false
但目前最让党培牵肠挂肚的,4日,如,"12,3",False,false
但目前最让党培牵肠挂肚的,记者与党培取得联系,当,"12,10",False,false
但目前最让党培牵肠挂肚的,得知2000年,但,"12,8",False,false
但目前最让党培牵肠挂肚的,她经人介绍与当地一名农民结婚成家,而,"12,17",False,false
但目前最让党培牵肠挂肚的,一家人生活在唐山滦县油榨镇王官营二村,但,"12,19",False,false
但目前最让党培牵肠挂肚的,结婚后,但,"12,4",False,false
但目前最让党培牵肠挂肚的,党培开了一家党培商店来维持生计,由,"12,16",False,true
但目前最让党培牵肠挂肚的,她的丈夫田书旺是一名兽医,而,"12,13",False,false
但目前最让党培牵肠挂肚的,也在利用自己的技术谋生,但,"12,12",False,false
但目前最让党培牵肠挂肚的,一家人生活还算富足,但,"12,10",False,false
但目前最让党培牵肠挂肚的,还是她亲生的父母,但,"12,9",True,false
仍对此感到痛心,欧阳占仲刚把女婴抱出厕所,而,"7,13",False,false
仍对此感到痛心,就发现不远处有名男子正盯着他看,但,"7,16",False,false
仍对此感到痛心,我跟他对视了一下,但,"7,9",False,false
仍对此感到痛心,他转身就跑了,但,"7,7",False,false
仍对此感到痛心,我追了半天也没追上,但,"7,10",False,false
仍对此感到痛心,总觉得他可能是党培的爸爸,但,"7,13",False,false
仍对此感到痛心,不论如何,但,"7,5",False,false
仍对此感到痛心,也不能把亲生闺女给抛弃了啊,但,"7,14",True,false
仍对此感到痛心,时隔33年,但,"7,6",False,false
仍对此感到痛心,欧阳占仲在接受记者采访时,但,"7,13",False,false
仍对此感到痛心,在确定党培是弃婴后,但,"7,10",False,false
仍对此感到痛心,欧阳占仲将她送到了当地民政部门设立的孤儿院里,但,"7,23",False,false
心里就特别难受,党培告诉记者,但,"7,7",False,false
心里就特别难受,从小到大,但,"7,5",False,false
心里就特别难受,虽说身边的叔叔阿姨对她都很好,但,"7,15",False,false
心里就特别难受,但每当她看到身边的小伙伴都有父母陪伴,但,"7,19",True,false
心里就特别难受,党培说,但,"7,4",False,false
心里就特别难受,也有人开玩笑让她认欧阳占仲当爸爸,但,"7,17",False,false
心里就特别难受,可每每说到这个话题,但,"7,10",False,false
心里就特别难受,她就变得一言不发,但,"7,9",False,false
心里就特别难受,心里一股子难受,但,"7,8",False,false
她曾对父母心存怨恨,党培告诉记者,但,"9,7",False,false
她曾对父母心存怨恨,从小到大,但,"9,5",False,false
她曾对父母心存怨恨,虽说身边的叔叔阿姨对她都很好,但,"9,15",False,false
她曾对父母心存怨恨,但每当她看到身边的小伙伴都有父母陪伴,但,"9,19",False,false
她曾对父母心存怨恨,党培说,苟,"9,4",False,false
她曾对父母心存怨恨,也有人开玩笑让她认欧阳占仲当爸爸,但,"9,17",False,false
她曾对父母心存怨恨,可每每说到这个话题,但,"9,10",False,false
她曾对父母心存怨恨,她就变得一言不发,但,"9,9",False,false
她曾对父母心存怨恨,心里一股子难受,但,"9,8",False,false
我那个心疼啊,四个儿女都想接我到他们家去住,但,"6,15",False,false
我那个心疼啊,但我咋能把妈一个人留在家,但,"6,13",False,false
我那个心疼啊,2006年底,但,"6,7",False,false
我那个心疼啊,我去服侍大女儿坐月子,由,"6,11",False,true
我那个心疼啊,就托人把王文平找回来照顾妈,就,"6,14",False,false
我那个心疼啊,过了几个月我回来一看,但,"6,11",False,false
我那个心疼啊,妈都没得人样子了,当,"6,9",True,false
熊先翠的孝行感动了全体村民,这些年来,而,"13,5",False,false
熊先翠的孝行感动了全体村民,在熊先翠的悉心照料下,但,"13,11",False,false
熊先翠的孝行感动了全体村民,何玉香老人得以安度晚年,但,"13,12",False,false
熊先翠的孝行感动了全体村民,人家都说我可以活到一百岁,但,"13,13",False,false
熊先翠的孝行感动了全体村民,王安强告诉记者,但,"13,8",False,false
熊先翠的孝行感动了全体村民,大家们都把她叫最美儿媳,但,"13,12",False,false
最让陈大爷着急的就是老伴儿进食困难,刘大妈患病以来,而,"17,8",False,false
最让陈大爷着急的就是老伴儿进食困难,陈大爷把食物混合打碎,当,"17,11",False,false
最让陈大爷着急的就是老伴儿进食困难,放进针筒,或,"17,5",False,false
最让陈大爷着急的就是老伴儿进食困难,再给老伴儿喂进嘴里,就,"17,10",False,false
最让陈大爷着急的就是老伴儿进食困难,但周围能找到的几乎都是塑料针筒,而,"17,16",False,false
最让陈大爷着急的就是老伴儿进食困难,口太短太细,但,"17,6",False,false
最让陈大爷着急的就是老伴儿进食困难,喂水凑合,但,"17,5",False,false
最让陈大爷着急的就是老伴儿进食困难,喂食物太难用,但,"17,7",False,false
一进屋惊呆了,陈大爷说,但,"6,5",False,false
一进屋惊呆了,老伴儿刚刚成了植物人的时候,当,"6,14",False,false
一进屋惊呆了,对外界一点反应也没有,但,"6,11",False,false
一进屋惊呆了,他坚持每天跟老伴儿聊天,但,"6,12",False,false
一进屋惊呆了,7年前的那个夏天,当,"6,9",False,false
一进屋惊呆了,他买完菜回家,当,"6,7",False,false
一进屋惊呆了,老伴儿竟然睁开了眼睛,而,"6,11",True,false
一进屋惊呆了,还能跟着他的走动而微微扭头,但,"6,14",False,false
担心没法上课,2012年2月18日,但,"6,11",False,false
担心没法上课,新学期开学前一天,或,"6,9",False,false
担心没法上课,潘春晓在栖霞当地医院做了手术,但,"6,15",False,false
担心没法上课,住院近一周后,因,"6,7",False,true
担心没法上课,怕误课,或,"6,4",False,false
担心没法上课,提前出院回到课堂,就,"6,9",False,false
担心没法上课,之后潘春晓查出右上颌窦癌,但,"6,13",False,false
担心没法上课,医院开始让做放疗,但,"6,9",False,false
担心没法上课,她只切除肿瘤未做放疗就再次回到学校,但,"6,18",False,false
他们都感到很吃惊,薛青法说,但,"8,5",False,false
他们都感到很吃惊,对于父母这么多年攒下来的这笔钱,而,"8,16",True,false
他们都感到很吃惊,也不会舍得去花这笔钱,但,"8,11",False,false
他们都感到很吃惊,风风雨雨这么多年,但,"8,9",False,false
他们都感到很吃惊,可在薛青法的记忆里,但,"8,10",False,false
他们都感到很吃惊,两位老人做任何事情几乎都是形影不离,而,"8,18",False,false
她说过很后悔,小美说,但,"6,4",False,false
她说过很后悔,学校了解了她的情况后允许她毕业后再把学费补齐,但,"6,23",False,false
她说过很后悔,至今,但,"6,3",False,false
她说过很后悔,小美仍然不知道母亲想要整容的原,但,"6,16",False,false
她说过很后悔,她没和我说过,但,"6,7",False,false
她说过很后悔,我们不谈这个,但,"6,7",False,false
她说过很后悔,觉得很对不起我,就,"6,8",True,false
她说过很后悔,我现在只希望母亲赶紧好起来,但,"6,14",False,false
她在广州东湖御苑路口被疾停的汽车惊吓,11月28日,但,"18,7",False,false
她在广州东湖御苑路口被疾停的汽车惊吓,本报报料热线接到彭教授的电话,但,"18,15",False,false
她在广州东湖御苑路口被疾停的汽车惊吓,她说,但,"18,3",False,false
她在广州东湖御苑路口被疾停的汽车惊吓,自己年过八旬,因,"18,7",False,true
她在广州东湖御苑路口被疾停的汽车惊吓,是原中山医科大学的退休教授,但,"18,14",False,false
她在广州东湖御苑路口被疾停的汽车惊吓,11月15日清晨,但,"18,9",False,false
她在广州东湖御苑路口被疾停的汽车惊吓,虽未被撞,但,"18,5",False,false
她在广州东湖御苑路口被疾停的汽车惊吓,但连退多步摔倒,但,"18,8",False,false
她在广州东湖御苑路口被疾停的汽车惊吓,司机担心其假摔,但,"18,8",False,false
她在广州东湖御苑路口被疾停的汽车惊吓,不敢下车扶,但,"18,6",False,false
她在广州东湖御苑路口被疾停的汽车惊吓,在这危急关头,就,"18,7",False,false
她在广州东湖御苑路口被疾停的汽车惊吓,一名穿校服的男生将她扶了起来,但,"18,15",False,false
显得很高兴,郑欣颖的家在衢州市衢江区东华村,而,"5,16",False,false
显得很高兴,解放前建的老房子,与,"5,9",False,false
显得很高兴,房顶已经有些破损,但,"5,9",False,false
显得很高兴,房间里除了一张床,而,"5,9",False,false
显得很高兴,一张桌子,就,"5,5",False,false
显得很高兴,再也没别的像样家具,就,"5,10",False,false
显得很高兴,她当时躺在床上,但,"5,8",False,false
显得很高兴,看到我们来,就,"5,6",True,false
显得很高兴,她没有提一句自己的病情,但,"5,12",False,false
显得很高兴,只是跟我们说自己一直在担心弟弟妹妹的学费,但,"5,21",False,false
而是一直在担心弟弟妹妹的学费,在生命最后的日子里,而,"14,10",False,false
而是一直在担心弟弟妹妹的学费,躺在病床上的她没有提一句自己的病情,而,"14,18",False,false
而是一直在担心弟弟妹妹的学费,学校发起了捐款,而,"14,8",False,false
而是一直在担心弟弟妹妹的学费,但病情恶化,但,"14,6",False,false
而是一直在担心弟弟妹妹的学费,三个月后,而,"14,5",False,false
而是一直在担心弟弟妹妹的学费,郑欣颖不幸离世,因,"14,8",False,true
老大爷发现上当受骗后伤心痛哭,汉中的一位网友在网上发布了一个消息,而,"14,18",False,false
老大爷发现上当受骗后伤心痛哭,称一位在寒风中卖菜的老大爷收了一张百元假钞,故,"14,22",False,true
老大爷发现上当受骗后伤心痛哭,这对于一个一天只能卖二三十块钱的菜农来说无疑是巨大的损失,而,"14,29",False,false
老大爷发现上当受骗后伤心痛哭,周围的群众见状想出了一个办法,而,"14,15",False,false
老大爷发现上当受骗后伤心痛哭,大家凑钱给他弥补损失,但,"14,11",False,false
温暖的举动让人感动,汉中的一位网友在网上发布了一个消息,而,"9,18",False,false
温暖的举动让人感动,称一位在寒风中卖菜的老大爷收了一张百元假钞,如,"9,22",False,false
温暖的举动让人感动,这对于一个一天只能卖二三十块钱的菜农来说无疑是巨大的损失,但,"9,29",False,false
温暖的举动让人感动,周围的群众见状想出了一个办法,而,"9,15",False,false
温暖的举动让人感动,大家凑钱给他弥补损失,但,"9,11",False,false
非常感动,热心市民围人墙遮挡寒风在救护车未到前,更,"4,19",False,false
非常感动,十几个过往市民围成一个圈,由,"4,13",False,true
非常感动,为钟远萍母女挡住寒风,因,"4,11",False,true
非常感动,好心人拿出钟远萍包中的婴儿被子包裹着孩子,但,"4,21",False,false
非常感动,要不要奶粉,但,"4,6",False,false
非常感动,我给你拿奶粉下来,但,"4,9",False,false
非常感动,一位初为人母的女士连忙上楼给钟远萍拿奶粉,而,"4,21",False,false
非常感动,以为现场是她的亲戚,总,"4,10",False,false
非常感动,没想到全是不认识的周边群众,但,"4,14",True,false
非常感动,妇产科医师于进强说,总,"4,10",False,false
非常感动,当时室外温度不足10℃,但,"4,12",False,false
非常感动,新生儿产热有限,与,"4,8",False,false
非常感动,身上附着羊水是非常冷的,但,"4,12",False,false
非常感动,包裹包得非常好,但,"4,8",False,false
非常感动,很保暖,但,"4,4",False,false
非常感动,孩子面色红润,但,"4,7",False,false
非常感动,哭声响亮,因,"4,5",False,true
致电本报热线的于先生被殷永池的爱心深深感动,不能委屈这样的年轻人,总,"21,11",False,false
致电本报热线的于先生被殷永池的爱心深深感动,应该提供充分的就业岗位,更,"21,12",False,false
致电本报热线的于先生被殷永池的爱心深深感动,让他挣钱养家糊口,就,"21,9",False,false
很沮丧,他说今年离职后,但,"3,8",False,false
很沮丧,一直没有找到合适的工作,但,"3,12",True,false
很沮丧,这些帮助对他来说如同雪中送炭,但,"3,15",False,false
很沮丧,我会电话联系这些公司,但,"3,11",False,false
很沮丧,然后选较为中意的单位实地了解,但,"3,15",False,false
很沮丧,我并没做多么了不起的事,但,"3,12",False,false
很沮丧,相比这么多好心人对我的帮助,但,"3,14",False,false
很沮丧,我心有愧意,但,"3,6",False,false
令人惋惜的是,今年以来,而,"6,5",False,false
令人惋惜的是,随着老人年龄越来越大,但,"6,11",False,false
令人惋惜的是,该社区居委会陆续安排志愿者接过老人的扫帚,而,"6,21",False,false
令人惋惜的是,代替老人继续将桥扫下去,就,"6,12",False,false
