section,discourse,word_count,doc_len,clause_len,emotion_pos,cause_pos,true_pairs
1943,3月4日江滨派出所副所长刘剑初等人在社区干部的陪同下带上大米和食用油走进了犯罪嫌疑人王乐位于垟儿路的家民警主动上门慰问嫌犯老父亲感动万分并向民警详细介绍了儿子走上犯罪道路的详细经过原来犯罪嫌疑人王乐出生在低保户家庭早年丧母父亲以修鞋勉强度日儿子王乐因缺乏家庭管教过早地走上社会并与社会上的闲散人员混迹在一起渐渐地走上了犯罪道路,163,15,"[4, 22, 8, 17, 8, 9, 22, 2, 15, 4, 9, 11, 7, 15, 10]",[6],[[5]],"[[6, 5]]"
1944,项某我的车子往前面走他后面跟上来速度快尾箱刮了我的车前面当时我是带怀孕的妻子到医院做好检查返家的路上妻子坐在车后面当时差点摔倒她都快临产了惊吓到了记者捡到钱后怎么想的呢项某当时他吴某至少该停下车看看说声对不起问问有没有事头也没回直接跑了我肯定生气的看他车尾箱掉了没想会放这么多钱和证件钱拿回家后分文没动记者为什么没将钱给公安部门项某当晚妻子肚子就有些疼她比预产期提前15天就生了医生也说早产了这让我和家人更恼火觉得他吴某有责任的,214,28,"[10, 6, 3, 9, 2, 15, 5, 7, 12, 4, 11, 15, 5, 6, 4, 4, 6, 7, 11, 5, 4, 13, 4, 8, 13, 7, 9, 9]",[10],[[9]],"[[10, 9]]"
1945,2月28日有读者少了只手机3月2日又有读者少了只手机这些来看书学习的失主郁闷啊这么安静的地方也会被小偷惦记昨天下午3点光景小偷又一次现形其实通过高清探头前期反扒队员已经刻画出了小偷的样貌观察哨发现这小子又装成普通读者踱步进入图书馆第一时间消息已经传到了派出所里民警和反扒队员严阵以待便衣跟着进馆,147,19,"[5, 8, 4, 9, 13, 7, 7, 8, 7, 2, 6, 17, 5, 10, 7, 4, 11, 11, 6]",[5],[[7]],"[[5, 7]]"
1946,3月10日早晨琳琳背着书包上学了下午龚春花从班主任老师口中得知琳琳一直没有去上课而是离家出走了在向火星派出所马王堆派出所报警后3月11日中午龚春花又向东屯渡派出所报了警我真后悔打了她一耳光龚春花说她们一家住在扬帆小区E36栋女儿在马王堆一所中学读初一平时成绩非常好只是性格有点内向龚春花说3月10日早晨6时女儿像往常一样背着书包去上课,167,18,"[7, 9, 2, 13, 9, 7, 16, 7, 14, 10, 4, 14, 13, 7, 8, 4, 9, 14]",[10],[[10]],"[[10, 10]]"
1947,独子备受宠爱养成衣来伸手昨天记者联系上了晓东的母亲梁女士40多岁的她家住湖南长沙赤岗冲某小区谈及儿子晓东将脏衣服快递回家洗一事电话中的她满是无奈和其他独生子女家庭一样晓东自出生后就被家人百般宠爱但凡家务事不管大小都从没让他沾过手梁女士说只是渐渐地随着儿子的长大她发现了问题他几乎变成了衣来伸手饭来张口,150,17,"[14, 14, 18, 17, 9, 11, 6, 8, 5, 4, 8, 4, 5, 7, 6, 10, 4]",[5],[[4]],"[[5, 4]]"
1948,当日刘女士和两位朋友到该店吃饭餐费共计82元结账后刘女士向工作人员索取了发票刮开一张面额50元的发票后刘女士惊讶地发现自己中了1万元惊喜中的刘女士马上来到萨尔图区地税局核实地税局工作人员告诉刘女士需带上个人证件周一办理相关手续2到3个工作日后可领到奖金,126,14,"[2, 13, 7, 3, 13, 13, 8, 7, 7, 13, 12, 7, 8, 13]",[7],[[8]],"[[7, 8]]"
1949,起初车上的乘客很配合可是后来由于雪后道路拥堵我们抵达派出所耗了不少时间很多人开始对丢手机的乘客发起牢骚埋怨她自己不小心却让大家陪着耗时间无法按时上班上学乘客刘女士说乘客王先生说对这事我能理解将心比心如果丢手机的是我我也着急更何况社会需要正能量一名20多岁的小伙子说有人手机被偷了值得同情可让全车人一起等这么久合情理吗,158,14,"[10, 12, 13, 16, 25, 6, 13, 4, 8, 4, 10, 22, 11, 4]",[10],[[9]],"[[10, 9]]"
1950,我是医生我知道这一定是忽悠人的凡是有治病效果的药决不会打着这样的旗号宣传华先生坦言这桶在慈溪已经卖得挺多了他眼看家里老人被忽悠无奈极了于是便发了微博趁早提醒更多的人别上当配方是水果蔬菜糖加水据说能让胖变瘦瘦变胖3月4日记者随华先生一起看到了这个神桶它长得无异于普通的塑料桶白色有盖子密封性不错桶身贴了一张黄色标签除了写有抗酸化溶液配合7个汉字外其余全是日文,178,17,"[4, 11, 9, 12, 5, 12, 10, 4, 7, 11, 24, 8, 19, 10, 10, 16, 6]",[8],[[7]],"[[8, 7]]"
1951,这两天乐清市柳市镇的6岁男孩小黄很兴奋因为幼儿园小朋友们答应他要来他家参观钢铁侠前阵子小黄的80后老爸亲手制作了一件钢铁战衣变身现实版钢铁侠相当拉风向全国网友讨教经验34岁的黄楚出身医生世家开有一家诊所这个忙碌的老爸不仅没有休息日而且每天要到晚上7点半以后才能下班每天只能睡觉前给儿子讲讲故事黄楚说自己总觉得陪儿子的时间太少,162,15,"[3, 16, 12, 9, 3, 19, 8, 4, 21, 6, 14, 17, 14, 3, 13]",[2],[[4]],"[[2, 4]]"
1952,恐怖分子要来怀化实施恐怖事件啦3月3日一则这样的谣言在怀化市鹤城区不胫而走造成当地市民恐慌今天上午怀化市鹤城区警方通报了此案涉案嫌疑人李一被处以10日行政拘留QQ群传出恐怖袭击谣言3月3日上午10时许怀化市鹤城区内的一个名叫英泰国际商城业主群的QQ群里出现了一则消息内容就是恐怖分子要来怀化实施恐怖事件民警告诉记者这则消息在当地引起了不小的震动随后被很多不明真相的群众转发更有忧心的市民直接致电警方求证,201,14,"[15, 4, 18, 8, 4, 13, 17, 21, 33, 18, 6, 15, 14, 15]",[4],[[1]],"[[4, 1]]"
1953,4岁前他走路是头向前倾斜90度两手张开保持平衡整个姿势跟歪歪扭扭的飞机一样赛春芳说到了两岁时陈浩岚还不会说话端碗总是掉地上成天流口水5岁时连一加一等于二也不会身体的残疾不可怕就怕他因此自卑自闭这样一辈子就走不出来了赛春芳说可以带孩子到大草原大沙漠大山大海边让他尽力地蹦跳大声的喊叫刺激受损神经经常有爬山等活动还能锻炼身体避免四肢肌肉萎缩医生的话给小浩岚全家带来希望带孩子旅游治病成了全家的目标,196,22,"[15, 8, 14, 4, 5, 8, 7, 5, 13, 8, 9, 11, 4, 17, 7, 5, 6, 8, 6, 8, 14, 14]",[11],[[10]],"[[11, 10]]"
1954,离婚后的张先生在与前妻刘女士的争吵中竟然发现当年与妻子采用试管婴儿方式生下的女儿竟是前妻与其前男友的孩子伤心绝望的张先生无奈提起诉讼要求前妻返还房产今天上午海淀法院通报已受理此案原告张先生诉称他与被告刘女士原系夫妻关系二人于1997年登记结婚因张先生没有生育能力二人婚后多年一直未有子女后2008年通过试管婴儿的方式生下一个女儿2010年双方因感情不和协议离婚约定女儿由女方刘女士抚养,192,15,"[22, 30, 14, 8, 4, 11, 7, 13, 12, 10, 12, 21, 5, 11, 12]",[3],[[2]],"[[3, 2]]"
1955,日前上海铁路警方已将这名笨贼抓获归案日前失主郭小姐乘坐K11次列车时发现自己的书包被偷包内有自己刚买来的一台笔记本电脑郭小姐顿时心急如焚急忙向上海铁路警方报案由于案发时间是在半夜车厢内的旅客都已睡下经过大量的走访排摸警方仍是毫无头绪,116,11,"[2, 16, 2, 23, 16, 9, 11, 10, 10, 9, 8]",[6],[[4]],"[[6, 4]]"
1956,最夸张的是一个星期天他连换了3次密码怎么复杂怎么来有的密码我自己都记不往还得写在本子上记下来可是这些招数仍然敌不住那位蹭网高手有时候改了密码后要不了几分钟网速又慢下来了杜先生苦恼地说邻居技术宅男打电话抱怨每天都要破解上网密码上周日杜先生终于知道谁偷了自己的网速杜先生即将结婚与未婚妻住在一起,145,19,"[10, 8, 7, 11, 10, 2, 4, 11, 3, 5, 6, 7, 7, 11, 13, 7, 8, 7, 8]",[13],[[12]],"[[13, 12]]"
1957,经过7天的加班加点终于完成整点任务保证了诸利电器有限公司的300万元及时进账并支付了客户的货款太感谢了看到80多名银行员工为我和我的公司放弃休息时间加班我的心里既感动又觉得过意不去而且没有收取一分钱手续费昨天下午朱汉清激动地说记者了解到只要是存款业务许多银行都不收取点钞或者整点等费用盐城公交公司办公室主任吉海蓉告诉现代快报记者盐城市区600多辆公交车20天左右才能收齐300万的零钱,192,14,"[9, 8, 30, 4, 25, 14, 12, 4, 7, 5, 7, 17, 22, 28]",[6],[[5]],"[[6, 5]]"
1958,程女士说很多理发店使用的理发工具成人婴幼儿都一样很不卫生再加上孩子太小好动容易哭闹如果不是很有经验的理发师一般很难搞定找了一周程女士也没有找到满意的理发机构最后自己买了一个婴儿理发器在家给宝宝理发记者走访了解到很多年轻妈妈们都有和程女士一样的烦恼对普通美容美发店来说虽然大多能接受给小宝宝们理发但是理发环境和工具并不是专门为小宝宝们设置准备的小孩剃完头后我看到那个粉扑都是成人用的,190,18,"[4, 20, 4, 7, 2, 4, 12, 6, 4, 15, 20, 7, 18, 10, 14, 24, 6, 13]",[13],[[10]],"[[13, 10]]"
1959,由于未引起足够重视延误了最佳治疗时机现如今50岁不到的她看上去就像一位70多岁的老太太10年没与外界交流皮肤又松又垮根本看不得刘华说因为这场突如其来的怪病周围很多人都讥笑她为老太婆丑八怪我好自卑生怕听到别人的闲言碎语刘华说因为长相突然变丑丈夫正在闹离婚,126,14,"[9, 9, 3, 22, 15, 5, 3, 11, 16, 4, 11, 3, 8, 7]",[10],[[9]],"[[10, 9]]"
1960,突然晨夕问她有没有看过黄色电影还处于懵懂年龄的小雨以为就是电视上男女之间的搂抱接触回答可能看过此时的晨夕开始恐吓小雨他称小雨的行为已经违法表示小雨的学校几名学生因为这种行为被警方处理被学校开除了感到恐惧的小雨不知所措在晨夕的要求下答应了见面的要求2月7日想私了的小雨按照与警察叔叔的约定来到矿区某公园约半小时后一位中年叔叔出现在小雨面前,168,14,"[2, 13, 26, 6, 11, 11, 22, 6, 11, 15, 4, 23, 5, 13]",[9],[[5]],"[[9, 5]]"
1961,胡先生说在住院期间认真回忆了当时的情景清楚地记得当时交警并未打过自己当时为了引起市民关注一时糊涂才谎称交警打了自己现在想来十分愧疚希望得到执勤警官的原谅安顺市公安局交警支队直属二大队队长刘兴龙说当时听到自己的同事打人心里就想这是不可能发生的因为自己对队里的每个同事都是非常了解的,139,13,"[9, 10, 15, 10, 13, 4, 4, 11, 21, 11, 4, 8, 19]",[7],[[5]],"[[7, 5]]"
1962,一段时间后李杰就和尹珊确立了男女朋友关系尹珊不时从QQ发来的图片显示出的美丽的容貌以及手机通话中温柔的话语让李杰满心欢喜终于遇到了自己心目中的公主但唯一令李杰不满意的是尹珊始终不愿会面总是以加班培训聚餐等各种理由推脱李杰的邀约就在两人相恋半年后尹珊多次以母亲生病买房还贷等理由向李杰借款达3万余元,148,13,"[5, 15, 12, 9, 12, 7, 13, 11, 8, 21, 9, 16, 10]",[6],[[7]],"[[6, 7]]"
1963,曹进当时已经从传销窝点跑了出来但人生地不熟不知道自己所处的位置办案民警介绍曹进从窝点逃出来后出于对传销团伙的恐惧不敢报警也不敢找他人求助只好打电话让家人来长沙接他并通过微信的定位功能向家人发了一张标有位置的图片通过查看微信图片民警了解到信号位置位于跳马镇田心桥村柏树下组,135,11,"[15, 6, 10, 6, 9, 10, 12, 13, 24, 8, 22]",[6],[[6]],"[[6, 6]]"
1964,25岁的她是杭州人目前在上海复旦大学读研究生三年级主修中文她说在上海见到陈渝并收到他不远千里带来的曲奇饼干时心里还是有些感动的但跟爱情无关只是出于对一个好朋友的感激为何不远千里去送礼物陈渝说他曾到上海参加活动顾小姐从复旦大学所在的杨浦区乘坐2个小时地铁去浦东机场接到陈渝这让他感受到了来自朋友的温暖,149,15,"[9, 16, 4, 2, 7, 16, 9, 6, 13, 10, 3, 9, 22, 9, 14]",[7],[[6]],"[[7, 6]]"
1965,上午10时许一20多岁男子爬树翻越成都动物园围墙进入孟加拉白虎的围栏中令人惊讶的是他张牙舞爪的挑衅白虎还用红色墨水在玻璃上涂画所幸孟加拉白虎比较温驯园方工作人员说若是他翻进的是东北虎围栏中可能目前该男子已被救出并未受伤已被警方带走,115,14,"[6, 18, 11, 6, 10, 12, 11, 7, 13, 2, 2, 7, 4, 6]",[4],[[5]],"[[4, 5]]"
1966,全部都是正宗茅台围观居民很多人一辈子都没尝过但他们并未心动执法人员说让他们欣慰的是现场没有发现一起偷拿茅台的事件茅台厂方负责人表示经过初步统计本次事故损失可能高达千万谢谢那些热心帮忙的村民还有那些救援人员据了解幸好厂方事前为这批酒购买了保险上千万的损失有可能通过保险获得赔付,137,14,"[8, 4, 10, 7, 5, 7, 15, 9, 6, 12, 19, 3, 15, 17]",[6],[[7]],"[[6, 7]]"
1967,20多岁的庄小姐住在该大厦当日下午她在其住处洗好衣服准备拿去8楼的天台晾晒发现自己前一天晾晒的内衣裤不见了她突然回想到刚才上楼梯时有一个黑影掠过心里非常害怕就将天台的门关上后立即挂电话给其男友求助庄小姐的男友迅速赶来结果他们在天台上发现一名身穿女性内衣裤的男子两人合力将其抓住他们现场就要求该男子换下内衣裤并报了警华大派出所民警到现场将该男子带回派出所,176,14,"[13, 4, 20, 16, 19, 6, 20, 10, 22, 8, 15, 4, 10, 9]",[6],[[5]],"[[6, 5]]"
1968,谁知就在排队买票之时钱包被突然冲出的一名男子抢走王先生赶紧追上前去可当时正值春运高峰期车站里人来人往没追几步抢钱包的人已经不见了踪影被抢后王先生身上就剩下手机身份证一张没钱的银行卡和5元钱当时我心里面非常恐惧心中感到害怕王先生说由于手机没电了王先生只好找了一个公共电话用身上仅剩的5元钱给儿子打了过去,150,15,"[10, 14, 9, 10, 7, 4, 12, 3, 25, 10, 6, 4, 7, 13, 16]",[10],[[8]],"[[10, 8]]"
1969,哪知病情刚控制住刘婆婆立即要求出院回家过年医生告诉她根据病情不符合出院的条件但刘婆婆执意要回家说过年呆在医院不吉利过年家人团聚刘婆婆也很高兴不料正月初三晚上她的病情突然加重刘婆婆再次被送到中南医院抢救所幸抢救及时但她的病情比春节前加重了不少,120,12,"[8, 13, 17, 9, 10, 6, 7, 8, 8, 14, 6, 14]",[7],[[6]],"[[7, 6]]"
1970,母亲专程从老家赶来照料她一听两位老太要介绍对象高兴地一口答应这让病床上的刘小姐哭笑不得我就是被逼婚的命在家过年被爸妈和亲戚催躲在医院还被陌生人催看来我得赶紧找了刘小姐无奈地说腊月二十七被骗回家相亲吃饭看电影家长包办被相亲困扰整个春节的大有人在,121,10,"[12, 11, 7, 13, 8, 11, 10, 8, 7, 34]",[9],[[5]],"[[9, 5]]"
1971,听闻袁女士的遭遇后不少人还总结出了经验有条件的人最好在钱包内放张名片如果碰上好心的小偷搞不好会把不值钱的证件寄回来偷窃的行为确实让人鄙夷但对方能主动归还重要证件也算是有点盗德吧袁女士的邻居开玩笑地说,99,9,"[9, 15, 10, 9, 14, 11, 12, 8, 11]",[6],[[6]],"[[6, 6]]"
1972,谭某断断续续地告诉记者1997年他老婆吴某因为抑郁症去世后他在外面闯荡不久就又认识了一个姓许的单身女性很快2人就同居走到了一起没有正式登记结婚但不久这个许女士也因病去世第二个女人去世之后我很伤心常常在酒精中麻醉自己我犯事坐牢就是因为这件事而起的或是房产证被盗在周围许多市民的劝说下谭某才勉强答应去恩平住建局查询,155,12,"[11, 18, 22, 20, 3, 10, 9, 4, 10, 15, 18, 15]",[8],[[7]],"[[8, 7]]"
1973,昨日9点半合肥市铜陵南路碧湖云溪小区30岁的童先生刚从家里出门去取车眼前一幕却令他吃惊他的宝马5系豪车被人砸碎玻璃里面所有东西被偷走甚至包括他刚取出来的婚纱照相册经勘查民警发现车窗是被人用石头砸碎的车窗边框还有被人用东西撬过的痕迹童先生介绍车里放了两条硬中华香烟被偷了,134,12,"[5, 13, 16, 9, 14, 9, 15, 3, 15, 16, 5, 14]",[4],[[5]],"[[4, 5]]"
1974,去年10月12日上午王世昌自己积攒的13400元钱放在钱包里打算中午汇给母亲到中午他一摸口袋吓出一身冷汗——钱包不见了他赶紧沿着早上工作过的路线去找但没找到沮丧中的老王连报警都没报只向要好的老乡说了此事工友捡拾几个月苦寻失主安徽籍的陈苏和河南籍的孙德军也是雅戈尔纺织工业城内的工人一个是锅炉工一个是设备检修员由于上班的地方门对门他们成了朋友,170,14,"[10, 20, 8, 3, 18, 15, 4, 12, 11, 39, 6, 8, 10, 6]",[8],[[7]],"[[8, 7]]"
1975,在外地打工的达州市民杜先生化名近日回达州过年到家后他发现母亲在家中连肉都舍不得买有时甚至以泡菜度日吃惊之余杜先生向母亲询问最终在孩子们的追问下彭女士说明了钱的去向原来彭老太的钱都孝敬给了一位自称驱魔人的百岁高人当问及其他彭老太却不肯多说只说天机不可泄露,126,13,"[22, 3, 15, 9, 4, 8, 2, 8, 10, 24, 5, 8, 8]",[5],[[4]],"[[5, 4]]"
1976,前天镇江民生频道一档益智类节目播出收官之战一位27岁的小伙夺得了年终大奖——一套价值38万元的房产这在当地网络上引起了极大的讨论网友们除了对小伙子的运气感到羡慕之外对他怎样成功夺得大奖也表示好奇昨天金陵晚报记者见到了这个拔得头筹的小伙他叫周海峰今年27岁酷爱看书赢大奖在许多人看来夺得这个益智类节目的大奖并不容易比赛中的一些环节很考验参赛者的智商,173,13,"[2, 19, 28, 15, 18, 15, 2, 18, 5, 5, 13, 16, 17]",[5],[[5]],"[[5, 5]]"
1977,可是不论民警怎么说女乘客就是不愿意出来还不允许民警进去并且一个劲地在厕所里大声喊叫有流氓考虑到女乘客可能喝多了酒民警随后通知了两名女辅警进到女厕所里将女乘客带了出来一出来女乘客发现外面围观了不少人自己也觉得不好意思只能向民警和出租车司机解释道歉表示自己身上的确没有钱付车资以为躲在厕所里男驾驶员对她没办法自己就会离开没想到还会惊动民警,167,14,"[9, 10, 8, 17, 12, 18, 8, 16, 9, 15, 14, 7, 15, 9]",[9],[[8]],"[[9, 8]]"
1978,妻子分娩前与丈夫商量希望他能到产房陪伴丈夫欣然答应期待着见证孩子出生的那一刻然而美妙的情况并未如期出现妻子分娩前疼痛剧烈躺在床上发出歇斯底里的哭喊声一开始丈夫也很心疼妻子站在床边耐心抚慰抚慰了大概半个多小时妻子仍然大哭大叫一点没有缓解的样子她一边流泪一边要求停止自然分娩改为剖腹产丈夫和医护人员怎么劝说都无济于事,156,18,"[5, 5, 9, 6, 13, 2, 11, 9, 14, 3, 8, 8, 10, 8, 9, 15, 5, 16]",[11],[[8]],"[[11, 8]]"
1979,11月28日33岁的长山堡村村民杨学坤早早起床像往常一样准备送孩子上学走到大门口杨学坤忽然发现大门锁头不见了杨学坤觉得纳闷正准备回屋里找锁头却猛地反应过来家里遭贼了一回头竟发现院子里如小山一样的玉米堆缺了一大块杨学坤粗略计算一下丢失的玉米有1万多斤,124,14,"[6, 17, 12, 5, 14, 7, 9, 7, 5, 3, 15, 5, 9, 10]",[6],[[5]],"[[6, 5]]"
1980,原来当天他跟朋友谈了一笔生意一时高兴多喝些酒妻子把他带回家他迷迷糊糊觉得自己已经发财了于是就出现了小区里发钱的囧事虽然当时情景我已经记不清了但是听妻子一说觉得自己太失态了恨不得找个地缝钻进去这下我是要出名了以后在小区里转悠得戴面具了邓先生不好意思地说,125,13,"[14, 4, 4, 7, 14, 14, 13, 7, 8, 10, 8, 13, 9]",[13],[[9]],"[[13, 9]]"
1981,最近一只神秘野兽突然现身邯郸武安赵南庄村趁着夜深窜入羊圈疯狂撕咬慌乱中一只羊竟狂奔数百米躲入一废弃驴圈躲过一劫这一神秘野兽的出现使得附近村民担心不已这野兽到底是啥野兽深夜大闹羊圈近日邯郸武安赵南庄村村民于海良家17只小尾寒羊遭到野兽攻击12只死亡3只受伤仅剩两只无大碍羊的伤口还都在脖子上4日下午记者赶到该村,154,18,"[2, 18, 4, 8, 3, 9, 11, 9, 10, 7, 10, 27, 5, 4, 7, 10, 4, 6]",[9],[[8]],"[[9, 8]]"
1982,前天他接到邻近乡镇一位老乡的电话电话里对方称其在河沟中捉到一只特大甲鱼问他想不想购买他二话没说就开着电动三轮车前往这位老乡的家中尽管事先有思想准备但到达现场后还是被大甲鱼的模样吓了一跳房老板说市场上一般见到的甲鱼就几斤重八九斤的就算是大甲鱼了由于工作关系他比一般人见过更多的大号甲鱼但老乡家的这只巨无霸甲鱼还是让他吃惊不小他通过观察其体型颜色等发现巨无霸就是当地土生土长的野生甲鱼上秤一称足足84斤经讨价还价最后他以每斤1000元的价格花8.4万买回了大甲鱼听到人讲话它昂起头听买回大甲鱼后知道消息的左邻右舍纷纷前来看新鲜,261,23,"[2, 14, 19, 7, 5, 17, 9, 6, 13, 4, 14, 11, 6, 14, 20, 13, 16, 9, 5, 25, 5, 11, 16]",[15],[[15]],"[[15, 15]]"
1983,昨日下午记者在刘少奇纪念馆门口看到了巨幅论共产党员的修养碑刻作品这些字结体严谨刚劲有力通过碑刻的形式展示少奇的作品确实具有更高的德育教育价值与艺术欣赏价值游客们赞叹说站在旁边的胡奉林周香云夫妇露出了欣慰的笑容胡奉林和周香云都是山东省济宁市金乡县肖云镇土生土长的农民有一手祖传下来的石刻技艺,144,10,"[4, 11, 17, 11, 14, 20, 6, 21, 28, 12]",[8],[[7]],"[[8, 7]]"
1984,专家是摇蚊不咬人不传播疾病现在都是冬天了最低气温就5℃怎么还会有这么多蚊子呢徐先生和附近居民都很痛恨这些蚊子担心这些蚊子会对他们的身体健康带来危害昨天下午记者联系到南京市疾控中心的专家郑一平医生听完记者的描述后他表示在郝奶奶家中和小区内出现的这种蚊子叫摇蚊属于昆虫纲双翅目长脚亚科在每年的春夏之交和秋冬之交都是摇蚊出现的高峰期,163,12,"[5, 15, 7, 11, 16, 19, 4, 20, 8, 23, 12, 23]",[5],[[5]],"[[5, 5]]"
1985,据帖子所述发帖人叫陈坤河南息县人09年毕业来到东莞工作女朋友徐敏在深圳打工最近几天徐敏突然失踪让一家人着急得像热锅上的蚂蚁10月24号她本人还接过手机但后来就再也打不通了网友为andychan96的陈坤在帖子中写道11月2日夜里他突然打通了女友徐敏的电话一个男的接了电话但很快就挂断了,142,15,"[5, 6, 5, 11, 10, 4, 6, 14, 14, 10, 22, 7, 13, 8, 7]",[8],[[7]],"[[8, 7]]"
1986,可就在读高一时一次他所在的班级参加篮球比赛由于他发挥不好影响了团队表现最终惨败赛后篮球队队长有些不高兴揶揄道补天你连天都能补还干不好这点小事啊在生活中父亲有时也爱用这样的话来激励他让补天开始思考自己名字所承载的期望,107,13,"[7, 14, 7, 7, 4, 2, 10, 5, 6, 9, 4, 15, 17]",[7],[[5]],"[[7, 5]]"
1987,儿女被接管前夫很受伤据悉乔安妮的前夫约翰现在也有了一名新女友约翰接受记者采访时称此前他一直试图和乔安妮破镜重圆重新组成一个完整的家庭当他的前妻怀上新男友的孩子后他感到痛苦极了约翰对记者说我们在一起生活了22年我每天都连轴转地工作来支撑自己的大家庭虽然乔安妮是一个百里挑一的好母亲但随着时间流逝一些原因导致我们的婚姻开始崩溃,161,12,"[12, 18, 10, 15, 11, 14, 7, 17, 19, 16, 7, 15]",[7],[[6]],"[[7, 6]]"
1988,老人我觉得主要还是遗传我妈妈和女儿头发都好这么好的头发当然是别人羡慕的对象了不过姜阿姨说了其实生活中这样的长发特别不方便自己平时一个星期梳一次头20多天才洗一次头而且最近这烦恼还增加了老人最近头发掉的特别厉害每次一大把我特别心疼看大家有没有好的办法介绍给我如果您有什么好的方法能够帮助姜阿姨挽救自己心爱的头发推荐一下让更多的人都能拥有健康的头发,172,16,"[11, 16, 11, 7, 15, 12, 9, 11, 12, 5, 5, 14, 17, 9, 4, 14]",[11],[[9]],"[[11, 9]]"
1989,随后的一段时间有10多人被砸炸弹的内容也从生活垃圾升级到了西瓜皮尿大便有人甚至差点被砖块砸中大家发现被砸的人都是些年轻时髦的女子被砸的地点都在步一街的公共厕所附近眼看被砸的人越来越多人心惶惶步一街的商铺业主决定报警投弹手被抓后大哭我要报复女人思贤商贸中心是嘉善县的重要商业中心接到报警的魏塘派出所立即展开了调查但是思贤商贸中心地型复杂中心内有5座天桥10个出入口光是步一街就有8个出入口好几次民警接到了中招女性的报警可赶过去时元凶早已逃之夭夭,221,20,"[7, 7, 21, 11, 4, 14, 17, 10, 4, 12, 31, 17, 12, 8, 6, 12, 3, 12, 5, 8]",[9],[[8]],"[[9, 8]]"
1990,鲸之谷是最考验选手的地点温度高达50摄氏度谈及比赛的感受普德说跑到终点的那一刻非常开心要知道能成为英国第一是种荣耀尽管跑得过程中很热沿途的风景既让人有点害怕也特别漂亮,83,10,"[12, 9, 7, 11, 4, 3, 11, 9, 12, 5]",[5],[[4]],"[[5, 4]]"
1991,闹分手之后漂漂电话不接短信不回晚上聊天也不搭理小伙子10多天我也想清楚了我决定尽快结婚小伙子希望漂漂原谅自己可是小伙子无论如何都联系不到漂漂他着急得四处想办法思考再三小伙子决定挑个周末趁漂漂在家时喊话求婚我爱你嫁给我吧上午10点多小伙子在几位好朋友的陪伴下终于开始在女友楼下喊话,139,19,"[5, 6, 4, 11, 4, 6, 7, 11, 2, 14, 9, 4, 9, 10, 3, 4, 6, 13, 11]",[11],[[10]],"[[11, 10]]"
1992,现年34岁的英国光棍汉韦恩·休斯是位老彩民日前意外中得彩票大奖奖金高达110万英镑喜出望外的他决定拿到奖金后首先买房购车然后进大学深造学习IT专业让人匪夷所思的是为了感谢命运之神的眷顾韦恩竟然决定将那组中奖的幸运数字统统文在自己的左臂膀上,119,8,"[21, 10, 10, 19, 13, 8, 11, 27]",[4],[[2]],"[[4, 2]]"
1993,8月12日长春市民林女士在电话里称8月10日她看到报纸上关于圣元奶粉的报道后就立即带着孩子来到长春市儿童医院做了性激素检测12日下午她刚拿到检验单医生根据化验结果告诉她男孩体内雌激素有2项指标严重超标这一结果让我极为气愤圣元到底有没有问题还要多久才能让我们这些消费者等到结果林女士说检验单上显示患儿检验性激素的第一项促黄体生成激素检测值为1.96单位MIU/ML而参考值为0-1.4高出成人最高指标0.56第二项泌乳素检测值为43.6单位NG/ML参考值为2.7-16.3为成人最高值的近3倍,246,20,"[5, 12, 5, 16, 16, 7, 12, 11, 16, 10, 9, 18, 4, 6, 34, 10, 12, 21, 12, 10]",[10],[[9]],"[[10, 9]]"
1994,18年前的一个夜晚王亲玉在开夜班出租时目睹一只小白狗被人残忍地从楼上扔下鲜血从小狗鼻子耳朵一股一股地涌出王亲玉马上跑下车抱回小狗跟乘客解释一番便抱着奄奄一息的小狗前往医院最终这只可爱的小狗活了起来看着它一天天的好起来我也很欣慰王亲玉说自那以后王师傅渐渐将收容流浪小动物变成了自己生活中最重要的事业—出租车时只要看见路边有生病或受伤的流浪猫狗王亲玉就会和乘客商量先送这些小动物上医院有时他宁可不做生意,199,16,"[9, 27, 16, 12, 7, 14, 13, 10, 5, 4, 4, 32, 17, 10, 10, 9]",[9],[[8]],"[[9, 8]]"
1995,中广网北京8月9日消息在乐山市井研县某镇某村有个6岁的男孩远近闻名因为他吸烟成瘾令人震惊提起他周围的人都摇头叹气可惜了这么小就开始抽烟以后咋个了得哟他们嘴里说的这个孩子名叫张强化名虽然年纪不大烟龄却有3年因为抽烟正处于发育期的孩子长得格外瘦弱若非亲眼所见看着他娴熟地吞云吐雾很难相信这是6岁孩童所为,149,15,"[22, 18, 4, 3, 12, 8, 7, 16, 6, 6, 4, 15, 6, 10, 12]",[3],[[2]],"[[3, 2]]"
1996,可给钱之后一喝了酒只要她和大伟媳妇在家大伟就会找事动手打母亲打妻子甚至有一次他还将家里房子点着幸亏邻居们及时相救才未烧起来打人后我也后悔可一喝酒人不就控制不住了大伟说那个时候人就像着了魔一样就是要喝酒想办法喝没钱就去饭店欠账喝喝完之后就向母亲妻子撒气大伟的妈妈说大伟的爸爸就是因为喝酒过多去世的那时他才48岁,154,19,"[5, 4, 10, 6, 8, 14, 9, 5, 7, 12, 3, 12, 5, 4, 9, 12, 6, 16, 7]",[9],[[9]],"[[9, 9]]"
