section,emo_clause_index,cau_candidate_index,emotion_clause,cause_candidate,correctness
130,16,12,真是空旷寂寞,再打理一下田间庄稼和花草鸡鸭,false
130,16,13,真是空旷寂寞,还算热闹些,false
130,16,14,真是空旷寂寞,但到了晚上,false
130,16,15,真是空旷寂寞,空荡荡的大院子里就一个人,true
130,16,16,真是空旷寂寞,真是空旷寂寞,false
131,7,1,关键是喜欢这种团聚的热闹气氛,燕赵都市报曾经报道过威县孙家寨的老人免费午餐,false
131,7,2,关键是喜欢这种团聚的热闹气氛,该村在本村青年付宏伟的带领下,false
131,7,3,关键是喜欢这种团聚的热闹气氛,每月召集村中60岁以上的老人围坐包饺子吃,false
131,7,4,关键是喜欢这种团聚的热闹气氛,在现场,false
131,7,5,关键是喜欢这种团聚的热闹气氛,老人们感慨地说,false
131,7,6,关键是喜欢这种团聚的热闹气氛,吃顿饺子谁也吃得起,false
131,7,7,关键是喜欢这种团聚的热闹气氛,关键是喜欢这种团聚的热闹气氛,true
131,7,8,关键是喜欢这种团聚的热闹气氛,现在年轻人外出打工,false
131,7,9,关键是喜欢这种团聚的热闹气氛,家家都只剩些空巢老人,false
131,7,10,关键是喜欢这种团聚的热闹气氛,如果晚辈们能体味到老人内心的孤独,false
131,7,11,关键是喜欢这种团聚的热闹气氛,能常常回来陪陪他们就好了,false
131,7,12,关键是喜欢这种团聚的热闹气氛,吃什么倒在其次,false
131,7,13,关键是喜欢这种团聚的热闹气氛,主要是情感落寞,false
132,6,1,我们不能惧怕存在这样的侵权风险放弃人与人之间友好互助的美好品格,法官表示,false
132,6,2,我们不能惧怕存在这样的侵权风险放弃人与人之间友好互助的美好品格,同事或朋友间好意搭载无可厚非,false
132,6,3,我们不能惧怕存在这样的侵权风险放弃人与人之间友好互助的美好品格,发生交通意外造成两家人甚至更多人的伤痛是大家都不愿意看到的结果,false
132,6,4,我们不能惧怕存在这样的侵权风险放弃人与人之间友好互助的美好品格,发生侵权损害后的索赔于法有据,false
132,6,5,我们不能惧怕存在这样的侵权风险放弃人与人之间友好互助的美好品格,合情合理,false
132,6,6,我们不能惧怕存在这样的侵权风险放弃人与人之间友好互助的美好品格,我们不能惧怕存在这样的侵权风险放弃人与人之间友好互助的美好品格,true
132,6,7,我们不能惧怕存在这样的侵权风险放弃人与人之间友好互助的美好品格,噎废食,false
132,6,8,我们不能惧怕存在这样的侵权风险放弃人与人之间友好互助的美好品格,遵守交通规则,false
132,6,9,我们不能惧怕存在这样的侵权风险放弃人与人之间友好互助的美好品格,小心安全驾驶才能为我们的幸福安稳生活保驾护航,false
133,2,1,亲人心急如焚,古镇海州一灯饰厂18岁女孩留下绝笔信至今未归,true
133,2,2,亲人心急如焚,亲人心急如焚,false
133,2,3,亲人心急如焚,连日来,false
133,2,4,亲人心急如焚,有网友在中山本地论坛和微信朋友圈发布帖子称,false
133,2,5,亲人心急如焚,18岁贵州女孩丁双琴本月21日给母亲留下遗书后失联,false
133,2,6,亲人心急如焚,事件很快引起广泛关注,false
134,21,1,我们开始害怕了,据丁双琴的婶婶介绍,false
134,21,2,我们开始害怕了,12月20日星期六,false
134,21,3,我们开始害怕了,丁双琴吃了中饭到古镇一家银行给同学汇款,false
134,21,4,我们开始害怕了,不知道怎么转账就回来了,false
134,21,5,我们开始害怕了,回来时情绪低落,false
134,21,6,我们开始害怕了,无论自己怎么询问,false
134,21,7,我们开始害怕了,丁双琴都说没事,false
134,21,8,我们开始害怕了,21日上午,false
134,21,9,我们开始害怕了,丁双琴照常上班,false
134,21,10,我们开始害怕了,但情绪仍然很低落,false
134,21,11,我们开始害怕了,中午在工厂食堂草草吃了几口饭后走出厂外,false
134,21,12,我们开始害怕了,然而,false
134,21,13,我们开始害怕了,当天下午上班时,false
134,21,14,我们开始害怕了,她却没有看到丁双琴的身影,false
134,21,15,我们开始害怕了,于是马上给丁双琴母亲打电话,false
134,21,16,我们开始害怕了,当时工厂内声音嘈杂,false
134,21,17,我们开始害怕了,丁双琴的母亲并未能接到电话,false
134,21,18,我们开始害怕了,下午6点,false
134,21,19,我们开始害怕了,丁双琴的妈妈看到有未接来电打回给我,false
134,21,20,我们开始害怕了,直到这时,false
134,21,21,我们开始害怕了,我们开始害怕了,false
134,21,22,我们开始害怕了,丁双琴不见了,true
135,15,1,发现被骗后心里好难过害怕,阿敏说,false
135,15,2,发现被骗后心里好难过害怕,丁双琴性格并不内向,false
135,15,3,发现被骗后心里好难过害怕,爱美也爱玩自拍,false
135,15,4,发现被骗后心里好难过害怕,跟同事相处也和谐,false
135,15,5,发现被骗后心里好难过害怕,可能是家境不太好,false
135,15,6,发现被骗后心里好难过害怕,即是双休日,false
135,15,7,发现被骗后心里好难过害怕,也会主动申请加班,false
135,15,8,发现被骗后心里好难过害怕,多赚点钱,false
135,15,9,发现被骗后心里好难过害怕,原本工资就不高,false
135,15,10,发现被骗后心里好难过害怕,这次出走应该跟钱被诈骗走有关,false
135,15,11,发现被骗后心里好难过害怕,丁双琴的遗书是12月22日被室友发现的,false
135,15,12,发现被骗后心里好难过害怕,丁双琴在遗书中称自己遇到两位大叔,false
135,15,13,发现被骗后心里好难过害怕,为了帮助他们把银行卡和手机都给他们后,false
135,15,14,发现被骗后心里好难过害怕,还在原地等他们回来,false
135,15,15,发现被骗后心里好难过害怕,发现被骗后心里好难过害怕,true
135,15,16,发现被骗后心里好难过害怕,直至真的要走了,false
136,3,1,作为一个贫困家庭失去一个孩子心情是何等痛苦,当看到遗书的内容后,false
136,3,2,作为一个贫困家庭失去一个孩子心情是何等痛苦,我们的心理防线彻底崩溃了,false
136,3,3,作为一个贫困家庭失去一个孩子心情是何等痛苦,作为一个贫困家庭失去一个孩子心情是何等痛苦,true
136,3,4,作为一个贫困家庭失去一个孩子心情是何等痛苦,丁双琴的叔叔丁强说,false
136,3,5,作为一个贫困家庭失去一个孩子心情是何等痛苦,随后,false
136,3,6,作为一个贫困家庭失去一个孩子心情是何等痛苦,他们到银行查询丁双琴的银行卡信息,false
136,3,7,作为一个贫困家庭失去一个孩子心情是何等痛苦,结果发现,false
136,3,8,作为一个贫困家庭失去一个孩子心情是何等痛苦,银行卡内的8100元钱已经被分两次提走,false
137,12,1,高兴之余,25年前,false
137,12,2,高兴之余,37岁的母亲走失,false
137,12,3,高兴之余,3年后父亲以同样的方式离家出走,false
137,12,4,高兴之余,没有留下任何线索,false
137,12,5,高兴之余,为了寻找父母,false
137,12,6,高兴之余,丹凤县土门镇土门村村民刘安良,false
137,12,7,高兴之余,一边打工一边寻找母亲,false
137,12,8,高兴之余,足迹遍布河南四川天津等省市,false
137,12,9,高兴之余,今年4月,false
137,12,10,高兴之余,他意外从工友处得知信息,false
137,12,11,高兴之余,终于在河南省新郑市找回了母亲,true
137,12,12,高兴之余,高兴之余,false
137,12,13,高兴之余,却又为母亲的户口难以落户而发愁,false
137,13,1,却又为母亲的户口难以落户而发愁,25年前,false
137,13,2,却又为母亲的户口难以落户而发愁,37岁的母亲走失,false
137,13,3,却又为母亲的户口难以落户而发愁,3年后父亲以同样的方式离家出走,false
137,13,4,却又为母亲的户口难以落户而发愁,没有留下任何线索,false
137,13,5,却又为母亲的户口难以落户而发愁,为了寻找父母,false
137,13,6,却又为母亲的户口难以落户而发愁,丹凤县土门镇土门村村民刘安良,false
137,13,7,却又为母亲的户口难以落户而发愁,一边打工一边寻找母亲,false
137,13,8,却又为母亲的户口难以落户而发愁,足迹遍布河南四川天津等省市,false
137,13,9,却又为母亲的户口难以落户而发愁,今年4月,false
137,13,10,却又为母亲的户口难以落户而发愁,他意外从工友处得知信息,false
137,13,11,却又为母亲的户口难以落户而发愁,终于在河南省新郑市找回了母亲,false
137,13,12,却又为母亲的户口难以落户而发愁,高兴之余,false
137,13,13,却又为母亲的户口难以落户而发愁,却又为母亲的户口难以落户而发愁,true
139,18,1,非常高兴,从母亲口中得知,false
139,18,2,非常高兴,当年家境贫困,false
139,18,3,非常高兴,父亲又经常不在家,false
139,18,4,非常高兴,生活压力大,false
139,18,5,非常高兴,精神恍惚的母亲就选择了离家出走,false
139,18,6,非常高兴,幸好被孟庄镇碾卢村一好心人收留,false
139,18,7,非常高兴,一直在河南生活了25年,false
139,18,8,非常高兴,63岁的李桂英头发已经花白,false
139,18,9,非常高兴,说起话来已有些河南口音,false
139,18,10,非常高兴,她说,false
139,18,11,非常高兴,当年离家时不到40岁,false
139,18,12,非常高兴,这么多年,false
139,18,13,非常高兴,一直很想念儿子和家里,false
139,18,14,非常高兴,想寻找,false
139,18,15,非常高兴,但出门就找不到东西南北,false
139,18,16,非常高兴,自己又不识字,false
139,18,17,非常高兴,现在终于回家了,true
139,18,18,非常高兴,非常高兴,false
140,4,1,被他的执着所感动,昨日,false
140,4,2,被他的执着所感动,记者联系上了刘安良在韩城一煤矿打工时的工友徐某,false
140,4,3,被他的执着所感动,他说当时得知刘安良寻母的事情,false
140,4,4,被他的执着所感动,被他的执着所感动,true
140,4,5,被他的执着所感动,平时与河南老家联系时,false
140,4,6,被他的执着所感动,也托熟人帮忙打听刘安良母亲的下落,false
141,7,1,母亲也特别喜欢这个儿媳妇,庞先生说,false
141,7,2,母亲也特别喜欢这个儿媳妇,母亲和妻子以前就对脾气,false
141,7,3,母亲也特别喜欢这个儿媳妇,两人都是过日子的人,false
141,7,4,母亲也特别喜欢这个儿媳妇,以前有时候母亲会说妻子,false
141,7,5,母亲也特别喜欢这个儿媳妇,但她都是一笑而过,false
141,7,6,母亲也特别喜欢这个儿媳妇,两人基本没吵过嘴,true
141,7,7,母亲也特别喜欢这个儿媳妇,母亲也特别喜欢这个儿媳妇,false
141,7,8,母亲也特别喜欢这个儿媳妇,现在妻子照顾母亲也是无微不至,false
141,7,9,母亲也特别喜欢这个儿媳妇,虽然母亲已经没有意识,false
141,7,10,母亲也特别喜欢这个儿媳妇,但还是只认她,false
142,21,1,情绪暴躁激动,意外在上午10点发生,false
142,21,2,情绪暴躁激动,高空坠下的钢筋从周兴贵身边滑落,false
142,21,3,情绪暴躁激动,将他从3楼拽下,false
142,21,4,情绪暴躁激动,直接摔到了地面,false
142,21,5,情绪暴躁激动,重伤昏迷的周兴贵被送往南京军区福州总医院,false
142,21,6,情绪暴躁激动,入院时,false
142,21,7,情绪暴躁激动,右手上臂骨折,false
142,21,8,情绪暴躁激动,一处肋骨骨折,false
142,21,9,情绪暴躁激动,肺部受创导致血气胸,false
142,21,10,情绪暴躁激动,医院紧急为其做了肺部引流手术,false
142,21,11,情绪暴躁激动,导出血水,false
142,21,12,情绪暴躁激动,入院第4天时,false
142,21,13,情绪暴躁激动,周兴贵支付的1万多元费用花光,false
142,21,14,情绪暴躁激动,并欠下心胸外科4000多元治疗费,false
142,21,15,情绪暴躁激动,若要接受右上臂骨折治疗手术,false
142,21,16,情绪暴躁激动,手术费预计还需7万元,false
142,21,17,情绪暴躁激动,当家人再度联系房主和包工头时,false
142,21,18,情绪暴躁激动,两人电话均已关机,false
142,21,19,情绪暴躁激动,处于失联状态,false
142,21,20,情绪暴躁激动,即将面临停药的周兴贵,true
142,21,21,情绪暴躁激动,情绪暴躁激动,false
143,6,1,倪琼做出了令她至今愧疚不已的事她背着不满周岁的女儿,出事后,false
143,6,2,倪琼做出了令她至今愧疚不已的事她背着不满周岁的女儿,周兴贵34岁的妻子倪琼带着3个女儿每天守在病房,false
143,6,3,倪琼做出了令她至今愧疚不已的事她背着不满周岁的女儿,丈夫面临的困境一度令她绝望,false
143,6,4,倪琼做出了令她至今愧疚不已的事她背着不满周岁的女儿,14日上午,false
143,6,5,倪琼做出了令她至今愧疚不已的事她背着不满周岁的女儿,看着痛得几乎昏迷的丈夫,false
143,6,6,倪琼做出了令她至今愧疚不已的事她背着不满周岁的女儿,倪琼做出了令她至今愧疚不已的事她背着不满周岁的女儿,false
143,6,7,倪琼做出了令她至今愧疚不已的事她背着不满周岁的女儿,去了医院附近的打印店,false
143,6,8,倪琼做出了令她至今愧疚不已的事她背着不满周岁的女儿,随后跑向闹市区,false
143,6,9,倪琼做出了令她至今愧疚不已的事她背着不满周岁的女儿,在福州总院公交站旁一连跪了4个小时,false
143,6,10,倪琼做出了令她至今愧疚不已的事她背着不满周岁的女儿,她手上的几张彩印传单很快引起了人们的关注,false
143,6,11,倪琼做出了令她至今愧疚不已的事她背着不满周岁的女儿,红字标题醒目地写着求买孩子,false
143,6,12,倪琼做出了令她至今愧疚不已的事她背着不满周岁的女儿,工伤老板逃跑,false
143,6,13,倪琼做出了令她至今愧疚不已的事她背着不满周岁的女儿,无钱医治,false
143,6,14,倪琼做出了令她至今愧疚不已的事她背着不满周岁的女儿,愿将孩子卖了,true
143,6,15,倪琼做出了令她至今愧疚不已的事她背着不满周岁的女儿,救救爸爸,false
143,3,1,丈夫面临的困境一度令她绝望,出事后,false
143,3,2,丈夫面临的困境一度令她绝望,周兴贵34岁的妻子倪琼带着3个女儿每天守在病房,false
143,3,3,丈夫面临的困境一度令她绝望,丈夫面临的困境一度令她绝望,true
143,3,4,丈夫面临的困境一度令她绝望,14日上午,false
143,3,5,丈夫面临的困境一度令她绝望,看着痛得几乎昏迷的丈夫,false
143,3,6,丈夫面临的困境一度令她绝望,倪琼做出了令她至今愧疚不已的事她背着不满周岁的女儿,false
143,3,7,丈夫面临的困境一度令她绝望,去了医院附近的打印店,false
143,3,8,丈夫面临的困境一度令她绝望,随后跑向闹市区,false
143,3,9,丈夫面临的困境一度令她绝望,在福州总院公交站旁一连跪了4个小时,false
143,3,10,丈夫面临的困境一度令她绝望,她手上的几张彩印传单很快引起了人们的关注,false
143,3,11,丈夫面临的困境一度令她绝望,红字标题醒目地写着求买孩子,false
143,3,12,丈夫面临的困境一度令她绝望,工伤老板逃跑,false
143,3,13,丈夫面临的困境一度令她绝望,无钱医治,false
143,3,14,丈夫面临的困境一度令她绝望,愿将孩子卖了,false
143,3,15,丈夫面临的困境一度令她绝望,救救爸爸,false
145,3,1,令其意外并满怀感激,就在周兴贵一家以为事情就此为止时,false
145,3,2,令其意外并满怀感激,接下来发生的事,true
145,3,3,令其意外并满怀感激,令其意外并满怀感激,false
145,3,4,令其意外并满怀感激,但也有些不知所措,false
145,3,5,令其意外并满怀感激,5天收到捐款120多万从15日开始,false
145,3,6,令其意外并满怀感激,周兴贵的手机短信提示声不停响起,false
145,3,7,令其意外并满怀感激,一笔笔爱心善款从全国各地涌来,false
145,3,8,令其意外并满怀感激,15日,false
145,3,9,令其意外并满怀感激,周兴贵就收到爱心捐款10万元,false
145,3,10,令其意外并满怀感激,接下来两天,false
145,3,11,令其意外并满怀感激,都有约50万元善款汇入,false
145,3,12,令其意外并满怀感激,捐款者多达3000余人,false
145,3,13,令其意外并满怀感激,捐款最多的一笔是10万元,false
145,3,14,令其意外并满怀感激,这位广东男子并未留下姓名,false
145,3,15,令其意外并满怀感激,无论周家人如何询问感激,false
145,3,16,令其意外并满怀感激,他都没透露自己的任何信息,false
146,2,1,被前女友骗走存款而怨恨单身年轻女性,拥有名牌大学硕士学历和万元月薪的银行工作岗位的智某,false
146,2,2,被前女友骗走存款而怨恨单身年轻女性,被前女友骗走存款而怨恨单身年轻女性,true
146,2,3,被前女友骗走存款而怨恨单身年轻女性,以假恋爱的方式连续诈骗多名事主百余万元,false
146,2,4,被前女友骗走存款而怨恨单身年轻女性,记者21日从北京警方了解到,false
146,2,5,被前女友骗走存款而怨恨单身年轻女性,智某涉嫌诈骗已被警方刑事拘留,false
147,12,1,他被当时的女友骗走了30万元的存款后产生怨恨之心,今年12月11日,false
147,12,2,他被当时的女友骗走了30万元的存款后产生怨恨之心,北京市公安局东城分局北京站派出所接到报警,false
147,12,3,他被当时的女友骗走了30万元的存款后产生怨恨之心,一女子称10日晚在附近一酒店内,false
147,12,4,他被当时的女友骗走了30万元的存款后产生怨恨之心,被自己的男朋友以帮助办理北京户口为骗走5万元,false
147,12,5,他被当时的女友骗走了30万元的存款后产生怨恨之心,民警赶到案发酒店,false
147,12,6,他被当时的女友骗走了30万元的存款后产生怨恨之心,将尚未办理退房手续的嫌疑人智某抓获,false
147,12,7,他被当时的女友骗走了30万元的存款后产生怨恨之心,智某今年31岁,false
147,12,8,他被当时的女友骗走了30万元的存款后产生怨恨之心,某名牌大学硕士研究生毕业后,false
147,12,9,他被当时的女友骗走了30万元的存款后产生怨恨之心,在一家银行工作,false
147,12,10,他被当时的女友骗走了30万元的存款后产生怨恨之心,智某交代,false
147,12,11,他被当时的女友骗走了30万元的存款后产生怨恨之心,5年前,false
147,12,12,他被当时的女友骗走了30万元的存款后产生怨恨之心,他被当时的女友骗走了30万元的存款后产生怨恨之心,true
147,12,13,他被当时的女友骗走了30万元的存款后产生怨恨之心,在多家交友网站论坛上,false
147,12,14,他被当时的女友骗走了30万元的存款后产生怨恨之心,虚构官二代富二代等身份公开征友,false
147,12,15,他被当时的女友骗走了30万元的存款后产生怨恨之心,先后获取5名事主的信任,false
147,12,16,他被当时的女友骗走了30万元的存款后产生怨恨之心,随后,false
147,12,17,他被当时的女友骗走了30万元的存款后产生怨恨之心,智某先后以公司财务困难帮助办理户口父母治病等不同理,false
147,12,18,他被当时的女友骗走了30万元的存款后产生怨恨之心,从5名事主手中骗取100余万元,false
148,7,1,小海池已经煎熬了17个月,昨天下午,false
148,7,2,小海池已经煎熬了17个月,郑州大学一附院急救中心12号楼5楼小儿内屋血液科22床,false
148,7,3,小海池已经煎熬了17个月,陈水莲静静地坐在病床旁,false
148,7,4,小海池已经煎熬了17个月,她9岁的儿子袁海池发着烧,false
148,7,5,小海池已经煎熬了17个月,昏睡在一旁,false
148,7,6,小海池已经煎熬了17个月,从确诊为骨髓异常增生综合征以来,true
148,7,7,小海池已经煎熬了17个月,小海池已经煎熬了17个月,false
148,7,8,小海池已经煎熬了17个月,5天前,false
148,7,9,小海池已经煎熬了17个月,小海池病情加重,false
148,7,10,小海池已经煎熬了17个月,被确诊为急性骨髓系白血病,false
149,12,1,但同时又有顾虑,敬遂东是一名普通工人,false
149,12,2,但同时又有顾虑,先后5次无偿献血,false
149,12,3,但同时又有顾虑,2013年4月加入中华骨髓库,false
149,12,4,但同时又有顾虑,成为造血干细胞捐献志愿者,false
149,12,5,但同时又有顾虑,今年2月,false
149,12,6,但同时又有顾虑,中华骨髓库检索得出,false
149,12,7,但同时又有顾虑,比利时一名白血病患者与敬遂东骨髓配型相合,false
149,12,8,但同时又有顾虑,新郑市红会的工作人员高先生回忆,false
149,12,9,但同时又有顾虑,得知配型成功,false
149,12,10,但同时又有顾虑,他们第一次找到敬遂东时,false
149,12,11,但同时又有顾虑,敬遂东说想救这个人,false
149,12,12,但同时又有顾虑,但同时又有顾虑,false
149,12,13,但同时又有顾虑,担心抽骨髓会对自己身体有影响,true
149,12,14,但同时又有顾虑,还要到北京去一个星期,false
149,12,15,但同时又有顾虑,也不放心家中的父母与儿女,false
150,16,1,他的心里都暖暖的,小梅,false
150,16,2,他的心里都暖暖的,你记不记得,false
150,16,3,他的心里都暖暖的,我们说好的,false
150,16,4,他的心里都暖暖的,今年过年就回老家结婚生孩子,false
150,16,5,他的心里都暖暖的,我们自己造个新房,false
150,16,6,他的心里都暖暖的,好好过日子,false
150,16,7,他的心里都暖暖的,爱情片经典桥段,false
150,16,8,他的心里都暖暖的,在台州市第一人民医院病房真实上演贵州小伙沈岚给病床上的女孩按着脚,false
150,16,9,他的心里都暖暖的,嘴里说个不停,false
150,16,10,他的心里都暖暖的,女友注视着他,false
150,16,11,他的心里都暖暖的,静静地听着,false
150,16,12,他的心里都暖暖的,偶尔动一动手指,false
150,16,13,他的心里都暖暖的,大概是表示赞同,false
150,16,14,他的心里都暖暖的,医院神经外科副主任医师杨明说,false
150,16,15,他的心里都暖暖的,每次看到这样的场面,true
150,16,16,他的心里都暖暖的,他的心里都暖暖的,false
151,5,1,心里难受得无法形容,园园走了,true
151,5,2,心里难受得无法形容,一起并肩战斗4年零5个月,false
151,5,3,心里难受得无法形容,想起她的欢声笑语,false
151,5,4,心里难受得无法形容,百感交集,false
151,5,5,心里难受得无法形容,心里难受得无法形容,false
151,5,6,心里难受得无法形容,昨日下午,false
151,5,7,心里难受得无法形容,郑州电视台903室,false
151,5,8,心里难受得无法形容,31岁的制片人李海龙眼圈红红的,false
151,5,9,心里难受得无法形容,2010年7月,false
151,5,10,心里难受得无法形容,郑州电视台面向全国进行了一场主持人公开招聘选拔大赛,false
151,5,11,心里难受得无法形容,身材高挑浓眉大眼口齿伶俐温婉可人的邱园园进入评委们的视野,false
151,5,12,心里难受得无法形容,这个来自山东临沂的漂亮女孩,false
151,5,13,心里难受得无法形容,出生于1988年9月,false
151,5,14,心里难受得无法形容,刚刚从中国传媒大学南广学院科班毕业,false
151,5,15,心里难受得无法形容,在上千名选手中脱颖而出,false
151,5,16,心里难受得无法形容,其实,false
151,5,17,心里难受得无法形容,她之加盟郑州电视台,false
151,5,18,心里难受得无法形容,缘于一场刻骨铭心的校园爱情,false
152,3,1,俩人及其亲朋好友都沉浸在兴奋和快乐中,3月份前后,false
152,3,2,俩人及其亲朋好友都沉浸在兴奋和快乐中,园园怀孕了,true
152,3,3,俩人及其亲朋好友都沉浸在兴奋和快乐中,俩人及其亲朋好友都沉浸在兴奋和快乐中,false
152,3,4,俩人及其亲朋好友都沉浸在兴奋和快乐中,谁也没想到,false
152,3,5,俩人及其亲朋好友都沉浸在兴奋和快乐中,一场突如其来的噩耗竟然残忍地结束了这一切,false
152,3,6,俩人及其亲朋好友都沉浸在兴奋和快乐中,在一次初期孕检中,false
152,3,7,俩人及其亲朋好友都沉浸在兴奋和快乐中,园园被意外查出患上了恶性肿瘤,false
152,3,8,俩人及其亲朋好友都沉浸在兴奋和快乐中,而且是中晚期,false
152,3,9,俩人及其亲朋好友都沉浸在兴奋和快乐中,结婚之后,false
152,3,10,俩人及其亲朋好友都沉浸在兴奋和快乐中,当妈妈是她最大的心愿,false
152,3,11,俩人及其亲朋好友都沉浸在兴奋和快乐中,昨日下午,false
152,3,12,俩人及其亲朋好友都沉浸在兴奋和快乐中,园园的丈夫张祺宣说,false
152,3,13,俩人及其亲朋好友都沉浸在兴奋和快乐中,初为父母的满腔喜悦被妻子的病情给打击得不知所措,false
152,3,14,俩人及其亲朋好友都沉浸在兴奋和快乐中,漫漫长夜里,false
152,3,15,俩人及其亲朋好友都沉浸在兴奋和快乐中,两人相互拥抱,false
152,3,16,俩人及其亲朋好友都沉浸在兴奋和快乐中,泪流满面,false
152,13,1,初为父母的满腔喜悦被妻子的病情给打击得不知所措,3月份前后,false
152,13,2,初为父母的满腔喜悦被妻子的病情给打击得不知所措,园园怀孕了,false
152,13,3,初为父母的满腔喜悦被妻子的病情给打击得不知所措,俩人及其亲朋好友都沉浸在兴奋和快乐中,false
152,13,4,初为父母的满腔喜悦被妻子的病情给打击得不知所措,谁也没想到,false
152,13,5,初为父母的满腔喜悦被妻子的病情给打击得不知所措,一场突如其来的噩耗竟然残忍地结束了这一切,false
152,13,6,初为父母的满腔喜悦被妻子的病情给打击得不知所措,在一次初期孕检中,false
152,13,7,初为父母的满腔喜悦被妻子的病情给打击得不知所措,园园被意外查出患上了恶性肿瘤,false
152,13,8,初为父母的满腔喜悦被妻子的病情给打击得不知所措,而且是中晚期,false
152,13,9,初为父母的满腔喜悦被妻子的病情给打击得不知所措,结婚之后,false
152,13,10,初为父母的满腔喜悦被妻子的病情给打击得不知所措,当妈妈是她最大的心愿,false
152,13,11,初为父母的满腔喜悦被妻子的病情给打击得不知所措,昨日下午,false
152,13,12,初为父母的满腔喜悦被妻子的病情给打击得不知所措,园园的丈夫张祺宣说,false
152,13,13,初为父母的满腔喜悦被妻子的病情给打击得不知所措,初为父母的满腔喜悦被妻子的病情给打击得不知所措,true
152,13,14,初为父母的满腔喜悦被妻子的病情给打击得不知所措,漫漫长夜里,false
152,13,15,初为父母的满腔喜悦被妻子的病情给打击得不知所措,两人相互拥抱,false
152,13,16,初为父母的满腔喜悦被妻子的病情给打击得不知所措,泪流满面,false
154,8,1,她现在最发愁的,母亲张自慧说,false
154,8,2,她现在最发愁的,女儿得病很不幸,false
154,8,3,她现在最发愁的,但他们一家人又幸运地遇到很多好人,false
154,8,4,她现在最发愁的,她现在在医院当保洁员,false
154,8,5,她现在最发愁的,是医院医护人员看她可怜,false
154,8,6,她现在最发愁的,帮她找的工作,false
154,8,7,她现在最发愁的,张自慧说,false
154,8,8,她现在最发愁的,她现在最发愁的,false
154,8,9,她现在最发愁的,就是女儿后续治疗费用,true
154,8,10,她现在最发愁的,如果要根治这个病,false
154,8,11,她现在最发愁的,就得进行肾脏移植手术,false
154,8,12,她现在最发愁的,要30万元,false
154,8,13,她现在最发愁的,我们实在拿不出来,false
155,7,1,家人的不离不弃更让人感动,还有好心人说,false
155,7,2,家人的不离不弃更让人感动,如果武小莉能找到合适的肾源,false
155,7,3,家人的不离不弃更让人感动,愿意为她筹集手术费用,false
155,7,4,家人的不离不弃更让人感动,已收到4000元爱心捐款了,false
155,7,5,家人的不离不弃更让人感动,邱华说,false
155,7,6,家人的不离不弃更让人感动,这个孩子求生的愿望让人震撼,false
155,7,7,家人的不离不弃更让人感动,家人的不离不弃更让人感动,true
155,7,8,家人的不离不弃更让人感动,希望社会上的爱心人士伸出援手,false
155,7,9,家人的不离不弃更让人感动,帮帮这个困难的家庭,false
156,5,1,老人一怒之下,家住烟台市区生养了7个子女四男三女的九旬老人王瑜娥怎么也想不到,false
156,5,2,老人一怒之下,含辛茹苦地将孩子们拉扯成人,false
156,5,3,老人一怒之下,在她生活不能自理的时候,false
156,5,4,老人一怒之下,四个儿子不仅不伺候照顾小儿子还将她的胳膊打断,true
156,5,5,老人一怒之下,老人一怒之下,false
156,5,6,老人一怒之下,将四个儿子告上法庭,false
156,5,7,老人一怒之下,申请增加赡养费,false
156,5,8,老人一怒之下,并要求支付护理费,false
157,15,1,心灰意冷,2009年底,false
157,15,2,心灰意冷,陪刘某回邵东老家见父母后,false
157,15,3,心灰意冷,刘伟人间蒸发,false
157,15,4,心灰意冷,在刘某的再三追问下,false
157,15,5,心灰意冷,刘伟道出实情盗窃被抓,false
157,15,6,心灰意冷,关在衡阳监狱,false
157,15,7,心灰意冷,2010年至2014年,false
157,15,8,心灰意冷,刘伟以身体不好需要治疗每月需要生活费为,false
157,15,9,心灰意冷,让刘某每月向刘伟提供的银行账号汇款,false
157,15,10,心灰意冷,经过近5年的汇款,false
157,15,11,心灰意冷,刘某不但花光了所有的积蓄,false
157,15,12,心灰意冷,转让了理发店,false
157,15,13,心灰意冷,而且借了不少债务,false
157,15,14,心灰意冷,遥遥无期的等待中刘某感到刘伟释放无望,true
157,15,15,心灰意冷,心灰意冷,false
158,16,1,很多教职员工感到吃惊,举报事件发生之后,false
158,16,2,很多教职员工感到吃惊,学院领导和段雄春作了谈话,false
158,16,3,很多教职员工感到吃惊,段雄春承认感情出轨,false
158,16,4,很多教职员工感到吃惊,称对方是一名经济宽裕的离异中年妇女,false
158,16,5,很多教职员工感到吃惊,50岁左右,false
158,16,6,很多教职员工感到吃惊,户籍和工作关系均不在东莞,false
158,16,7,很多教职员工感到吃惊,该工作人员称,false
158,16,8,很多教职员工感到吃惊,其与段雄春夫妇都很熟,false
158,16,9,很多教职员工感到吃惊,段雄春的妻子也是学院教职员工,false
158,16,10,很多教职员工感到吃惊,段雄春曾经请求学院处理此事的工作人员,false
158,16,11,很多教职员工感到吃惊,帮忙抚慰其妻子的情绪,false
158,16,12,很多教职员工感到吃惊,27日下午5点来钟,false
158,16,13,很多教职员工感到吃惊,记者接东莞理工学院一教授电话,false
158,16,14,很多教职员工感到吃惊,称当天下午的教职工会上,false
158,16,15,很多教职员工感到吃惊,学院纪委书记谈到段雄春涉婚外情遭举报的事情,true
